Title,Content,Date,keywords
should the IT guys run your website?,"This is quite possibly the single worst transactional website run by a major corporation:Air Canada – Welcome!.
Example? Well, Safari, like IE, autofills forms. If you try to buy a ticket from Air Canada, Safari fills in the form, but under the box for area code (labeled here country code), Safari puts in USA instead of 914. An easy error for the program to make, because Country Code reads a lot like Country.
The problem is that the AC site then responds more than 100 times (I counted) with a javascript error that says, “text input where number was expected [OK].” There’s no way to kill this loop… I ended up having to force quit Safari and then use a different browser to buy a ticket.
My concern isn’t that they’re losing some ticket sales, it’s that they don’t appear to know or care. That no one is benchmarking and simplifying and reality checking a site that accounts for a huge chunk of their revenue.
How can this be? You ought to design your website with a pencil and paper or with photoshop and hand it over to the IT guys once you get the marketing part right.
PS to my non-international readers, happy Thanksgiving!","November 24, 2004","website management, user experience, IT issues"
If you have a yahoo account,"…you can use the rss feature in my.yahoo.com to track your favorite blogs. Including this one:
Link:My Yahoo! – Find content for seth godin.","November 23, 2004","Yahoo, RSS, blogs"
"Thanks, it’s working!","My ebookThe Bootstrapper’s Bibleis now the most popular pdf in the short history of changethis.com. Not only is it #1 in downloads, but it got there in half the time as any other title.
And it’s free.
But they’re all free, so that doesn’t explain it.
We’re still trying to figure out what makes one manifesto pop faster than another, but you can see the popular ones here:ChangeThis  :: View manifestos by popularityand draw your own conclusions.
Free to read, free to print, free to email to your friends and to people who need shaking up.
[YIKES… so many people are visiting changethis.com that it is running slow or even crashing. If you run into trouble, please try again later. Sorry, but that’s what happens (sometimes) when it’s free.]",,"ebook, popularity, free"
Hoodia!,"Stopped by theYahoo! Buzz Index – Buzz Logfor the first time in a while today. Biggest breakout new idea? Hoodia. I had no idea.
The index is organized primarily around actors and media, which is pretty trivial stuff, easily explained. I’m far more interested in the larger trends, the stuff that represents what people are paying attention to that might actually have a half life.
So what’s the most interesting takeaway? For me, it’s that the stuff that changes the most is banal. The teen star of the moment and the sports team of yesterday. People don’t like big changes but they obsess about the little ones.
PS according to the BBC, all those Hoodia ads you see online are frauds. They don’t have real Hoodia in them. Just thought you’d want to know.",,"Hoodia, trends, ads"
Summer Camp?,"It’s the beginning of winter and this is a blog about marketing and respect and ideas, but a few of you will end up being grateful for this link.
If you’ve got kids between 8 and 15, I’d really like to recommendCamp Arowhon. I used to work there and count the director as one of my closest friends. Joanne has built an extraordinary place and has been rewarded by being completely sold out every year no later than November.
But, she’s interested in finding kids from outside her usual area. So if you’re from New York or Cleveland or even Dubai, drop her line. I think she’s holding on to a few slots.
Sorry for the off-topic interruption. We now return to our regular programming.",,"Summer Camp, Camp Arowhon, Marketing"
The limits of ecommerce?,"Sanj asks, “I wonder how many Amazon sells?” Link:Amazon.com: Jewelry: Ladies Diamond Cut Bezel Link Necklace With Princess Cut Diamonds Diamond 21.08cttw.
Notice that you can’t buy it with one click shopping. Prevents real impulse purchases, I guess.
What’s neat for me about this is that it highlights what people really buy when they buy a necklace for $169,575. And it’s not the necklace.","November 19, 2004","ecommerce, impulse purchases, luxury jewelry"
"private goes public, again","I’ve been talking a lot about this phenomenon… turning previously private stuff public.
Now comes ringbacks, which allow you to change the way your phone sounds in the ear of the person calling you.
Too cool. Link:T-Mobile introducing ringback tones soon – Engadget – www.engadget.com.","November 18, 2004","private, public, ringback"
Grilled Cheese,"I’m tempted to riff and riff about culture mores, memes, ideaviruses and the way ideas spread.
But instead, I’ll just tell the few among you who haven’t done this yet: Go to ebay and do a search on grilled cheese. (while it’s active: Link:eBay – grilled cheese, Metaphysical, Weird Stuff, and Men’s Clothing items at low prices.)
Thank you.","November 18, 2004","Grilled Cheese, eBay, Culture"
Thinking about digital media,"So, here’s an interesting head to head comparison of how an idea works its way through the food chain.
About 7 years ago I wrote a book called, Link:The Bootstrapper’s Bible. For a bunch of reasons, it didn’t do very well. It probably sold about 10,000 copies at about $12.
I got the rights back from the publisher and turned it into a PDF which was sold on Amazon. (Link:Amazon.com: Books: The Bootstrapper’s Bible : Volume 1.) For a surprisingly long time, it was either the #1 bestselling ebook on the entire Amazon website or in the top 100. It costs less than $3. Yet, after 18 months of strong sales on Amazon, it has sold fewer copies than the paperback did.
Yesterday, we announced that for just two weeks, a ChangeThis edition of the ebook (Link:ChangeThis  :: The Bootstrapper’s Bible) is available for free. And in twenty four hours, it has already “outsold” the Amazon eBook and will quite likely surpass the printed edition within a week or so.
Can you make any money giving away an ebook? I think you can. I think you do when the idea spreads and people want to interact with you in other ways. And those interactions are the currency of the future.","November 16, 2004","digital media, ebook sales, idea spread"
A cow in more ways than one,"Courtesy of Alex Godin.
Link:MSNBC – Hardee’s introduces 1,420-calorie burger.",,"cow, burger, calories"
Free Godin ebook,"This is a better formatted, limited edition ebook edition of The Bootstrapper’s Bible, which used to come free when you bought a copy of Purple Cow.
Blog readers get a headstart: Link:ChangeThis  :: The Bootstrapper’s Bible.
Money back guarantee if you don’t like it.","November 15, 2004","Godin, ebook, Bootstrapper's Bible"
A Little Like Francisco Franco,"Chris Busch wants me to wade into the “Is Branding Dead?” debate:
Link:Wired 12.11: The Decline of Brands.
Link:gapingvoid: why branding is dead.
Link:PSFK: Long Live Branding.
Here’s my take:1. The data are irrefutable. The number of massive mega brands and their value (in terms of the premium consumers are willing to pay) is shrinking, and fast. You can’t get as much extra for a Sony DVD player or a Marlboro cigarette as you used to.
2. The number of new micro-brands is exploding. Hugh (see gaving void above) is a brand now. If we define brand as a shortcut for a set of commercial attributes, emotions, stories, whatever, then any blogger with a following has a brand.
3. There’s a difference between brands and branding. Brands exist whether you want them to or not. Brands aren’t going to go away any time soon. Brands are a useful shorthand for a complicated asset within an organization. Branding, on the other hand, is a thing you do. And as an activity, branding is problematic. Branding is ill-defined, usually vacuous, often expensive and totally unpredictable. I’m happy to say that you shouldn’t grow up to be someone who does branding.
Doc Searls and company would have us believe that markets are conversations. This is a great conversation-starter and a useful piece of agit-prop. But the reality is that many many brands are actually monologues, not dialogues. That doesn’t mean a conversation won’t create a better, more robust, more useful brand. But, alas, most organizations can’t handle that truth. So they do their best to do it the old way.
Big brands are dying.Little brands are doing great.Branding is a weird gig.
There. Hope that riff helps my brand a bit.","November 14, 2004","Branding, Micro-brands, Market Dynamics"
Abraham Lincoln and the new Travelocity,"I need to fly to Colorado to go to a meeting in February. Do a Travelocity search on flights from EWR (Newark) to EGE (Eagle) and you’ll discover a bunch of tabs. The default tab is called “Travelocity” and my guess is that these are the flights they’re getting paid to promote. But it’s the default tab, so the results here are the only results you see.
A quick look at this tab shows that every single flight is a one-stop.
If you were clever enough to click on each and every tab, though, the fifth tab (American) would show you a non-stop.
I admit it. Travelocity fooled me. They fooled me because I used to trust them. I used to be able to assume that they’d just go ahead and show me the best flights. I was wrong.
Lincoln was right. You can’t fool all the people all the time. How much profit makes it worth Travelocity using up their single biggest asset–permission to talk to me about air flights?
Just because other people are trying to fool your customers doesn’t mean its okay.","November 8, 2004","Travelocity, flights, trust"
Some people collect comic books,"And some people collect Seth Godin original Purple Cow Milk Cartons!

I’m moving my office, and the very last milk cartons on earth have been located. They’re available exclusively at 800 CEO READ. Link:800CEOREAD.com – Purple Cow – Collectable Milk Carton.
Don’t tell me later you didn’t know.","November 5, 2004","Comic books, Seth Godin, collectible milk cartons"
"a billion here, a billion there","sooner or later, it all adds up.
Google measures things in billions. Billions of pages searched. Hundreds of millions of pageviews.
Literary fiction measures things in thousands. An important title might sell 4,000 or 8,000 books.
For the non-math whizzes among you, four billion is about a million times greater than 4,000.
All to say that everything has a range. It’s a big deal if a movie sells 3,000,000 tickets in a weekend. That used to be nothing for a TV show, but now it’s pretty respectable for cable.
Some business books have sold more than 100,000 copies. Less than a dozen have sold a million since the beginning of time.
AndChangeThisis just about to cross a hundred thousand downloads directly from our site. Figure in passalong and other sites posting and printouts and it’s pretty easy to estimate 250,000 changethis manifestos downloaded since August.
It’s always been an experiment, so forgive me if it sounds as though I’m horn tooting. I think it’s interesting to track how these ideas are spreading and to consider how a medium like blogging or PDF manifestos can help you spread your idea…","November 3, 2004","Billions, Sales, Blogging"
News from Australia,"Acland Brierty writes:
Hi Seth,
Loved your books and now discovered your blog. I have one story to share with you today along the “free prize inside” lines. A friend of mine has just set up a backpacker hotel in Melbourne. In order to get backpackers to talk about their hotel here is the free-prize they came up with… GIRLS!… if they could attract girls to the backpacker hotel then the boys would follow.
So they went to great lengths setting up girls dorms and private rooms with good security and -get this-  pamper packs (moisturizer, masks, and other girly stuff). The boys dorms were pretty standard military affairs. The result was girls were checking in in droves to use the facilities… and the boys followed… as did the local boys as well hoping to get some Swedish loving.
So the place is packed out simply because of some hair products, face cream and foreign girls.
I have one more for you as well…
I don’t know if you’ve ever heard of Paddi Lund… he’s a dentist in Brisbane that shocked the dental world by firing his clients… he then halved his client base and doubled his profits and works half the time. You see, dentists have the second highest suicide rate of any profession. And one day paddi was going to work depressed as hell, and got to thinking… What do I hate about my business. The answer was most of his clients, the sterile environment… the whole drill, fill and bill process.
So he broke his clients into A, B and C clients. “A” clients loved what he did, paid on time and told their friends. C clients always complained, turned up late and bitched about his fees. So he wrote to all the C clients and told them to find another dentist. He then LOCKED his doors and put a sign up saying… if you’re a client, ring the bell we’ll let you in. If you’re not a client there’s a dentist up the road.
He then took an axe to his business and put in an oven and a cappucino machine.
Now here’s the best bit… The only way you could become a client of Paddis was someone had to REFER you. IN fact the referral bit was a condition of doing business with him. Before he would work on you he’d say… I’m going to give you the best dental treatment and in return I have one condition that you must meet… you have to refer at least 3 people to my business.
Paddi realised that getting A customers to refer their friends would simply generate more A customers… people have friends that tend to be like themselves… good payers etc etc.
He then had a Guarantee… the FREE PRIZE!… NO PAIN!… What do people fear most about dentists? Pain… by working with less clients and in a more relaxed environment he was able to take his time and that meant better pain control.
So that’s Paddi’s story… fired his clients, halved his workload and doubled his profits.
Interestingly, he has been asked to tour the USA many times sharing his vision of a FUN filled work place and has written a book about it.
Hope you have a great new year,
","December 31, 2004","Backpacker, Dentistry, Business Strategy"
"Yes, it’s true","9% of all USA Today bestsellers are diet books. Yet today the New England Journal of Medicine reports that two years after going on a diet, on average, people weigh more than when they started.USATODAY.com – Our lives are an open book.
Also worth noting: The CliffsNotes of The Scarlet Letter outsells the real book more than three to one.","December 23, 2004","diet books, USA Today bestsellers, weight gain"
The other side of the shards of glass coin,"Courtesy of Don the Idea Guy.
Link:Tobacco Ad Gallery (tobaccofreekids.org).",,"Shards, Glass, Tobacco"
"Now in menthol, too!","Link:ShardsO’Glass.
Thanks to Mark Hurst for the link.",,"menthol, ShardsO’Glass, Mark Hurst"
Thought for the Solstice,"It occured to me today that there has never been a better time in history to be in the business of spreading ideas.
Whether you are looking for a freelance gig, evangelizing a religion or an operating system, building a business or fundraising for a non-profit, the tools and the environment have made your position more highly leveraged than ever before.
If your ideas are the right ones, they will spread far and wide and fast.
This is powerful. Let’s all use it wisely. Just because an idea can spread doesn’t mean you should spread it.
I, for one, am fascinated at how the whole thing is going to unfold. In the meantime, do something amazing. The world is watching.","December 21, 2004","ideas, spreading, influence"
A new hierarchy,"Promise Phelon (The Phelon Group) sent over a white paper her firm recently did about a new hierarchy based on Maslow’s famous self-actualization pyramid.

My take? You start with something that does what you say it will. You add value when you provide swift support, but even better, when it becomes clear to a user that there are ways that the product can do even more than they expected. And finally, you win when you create mutually beneficial relationships. These are easiest to imagine in the business to business world (conferences, professional advancement) but you can also see how this could apply, for example, to an iPod. It starts as a music player. It becomes a calendar and photo book. And finally, it’s hip jewelry that gets you a date.
My guess is that Promise was thinking of something a lot more substantial than that, but in a society filled with people in search of meaning, it’s worth a riff.",,"Hierarchy, Self-Actualization, Value Creation"
Blog disclosure,"I wonder if the blogworld benefits if bloggers are crystal clear about their goals and influences?
For example, a statement like this:
This blog doesn’t accept ads or sponsorships. I don’t own stock or accept royalties from any company or product mentioned on this blog or in my books. I don’t serve on any boards. On occasion, I’m delighted to accept samples of stuff with very small (under $20 or so) value, just to be nice. I have to tell you, though, that there’s no correlation between mentioning stuff and whether or not someone sent it to me. I would change that policy immediately if Lotus sent over an Elise. I also go out of my way not to write about things if someone sends me a press release.
My goal in creating this blog is to spread my ideas and keep me from having to write a book about every single thing that pops into my head. I’m an amateur, not a professional.
If any of this changes, I promise to let you know.","December 20, 2004","blog disclosure, transparency, blogging goals"
More on politics and marketing,Jeff nails it:BuzzMachine… by Jeff Jarvis.,"December 17, 2004","politics, marketing, Jeff Jarvis"
"Sometimes, Purple Cows are","Black and White.
the black and white store.","December 15, 2004","Purple Cows, Black and White, Store"
The Music Industry: Aspen Report,"Every year, Jim Lewi does a conference in Aspen about and for the music business. This year, they asked me to come out and speak with them.
The conference is off the record, but one attendee (Bob Lefsetz) put together a summary (at times a little salty, so don’t read if your ears are sensitive) and sent it to some press folks. Here it is, unedited:
We’re gonna start a business.
Lewi’s a business book fanatic. To tell you the truth, I don’t believe in them. Except maybe Clayton Christensen’s. And, of course, the classic “Tipping Point”. Usually they’re written by self-declared wannabes. Or people who think just because THEY were successful ONCE they know all the answers.  Bullshit. So when Jim lobbied all of us to have Seth Godin speak at Aspen Live, we all said NO! But it’s Jim’s conference. He got Scott down to a reasonable price and overruled us.
I was wrong. This was the first time I’d heard a business speaker who GOT IT! Who I thought was on my wavelength. Who had something to impart other than his desire for a check.
Seth Godin said you’ve got to give it away for free. Since we refuse to charge.
Oh, Mr. Godin doesn’t think music should be free. It’s just that we should charge at the ISP level. Give MORE music for LESS money.
Shit, seems like EVERYBODY knows this other than the Big Four.
But, since the major labels are shooting themselves in the foot AND music is free, then you’ve got to sell a souvenir.
Wait a second. Music isn’t and shouldn’t be free!!!
If you believe that, you’re suing kids. Kids who know that the odds of a lawsuit reaching them are about as high as their parents getting videotape of them puking at the college mixer. FURTHERMORE, even if somehow the labels won, even locked down the hardware, there STILL would be no restriction on people giving music away who WANTED to. And people would STILL gravitate to this free music.
But since music is now free… You’ve got to sell something else.
Actually, at this point, to a great degree that something else IS the CD.
That’s what I think anyway, Mr. Godin wasn’t this sophisticated. I scratch my head and WONDER how we can still sell CDs to rippers and downloaders. Who seemingly only want the digital file. I’ve decided they’re TOTEMS! BADGES OF HONOR! A way to express your IDENTITY! AND, Seth DID say to do the math. That even if TEN MILLION PEOPLE got your stuff for free, if one tenth paid, you still were selling a MILLION COPIES! The majors have it all wrong. They’re suing Grokster to insure that their business remains small. No, the key is to BLOW THE BUSINESS UP! To have hit music on TENS OF MILLIONS of hard drives. But the majors can’t think that way. They’re like the hat business. All the businesses Mr. Godin had slides of. That went out of business. WHAT ABOUT THE STOCKHOLDERS someone chirped in from the peanut gallery? What about all those people who owned STOCK in the major labels? Well, the stagecoach company had stockholders too…
It’s all about permission marketing. Getting people to ALLOW you to sell to them. All the old wave marketing. On TV. It no longer works. Because of CLUTTER! Hell, I can see the same thing at MY HOUSE! I’m so INUNDATED with music that I listen to almost none of it. I need a REASON to listen. And it’s not traditional. Hell, even AIRPLAY doesn’t impress me. I’ve got to KNOW the person involved. Or else somebody NOT involved has to tell me it’s happening.  And these people I trust. The relationship isn’t built in a day. And it’s based on honesty. Ongoing veracity. And you overhype me once, break my trust once, and you’re done.
Oh, Seth told a great story about CD Now. You remember CD Now. They ruled the online CD sales world. They sent a newsletter of new releases once a month and response was INCREDIBLE! They were bought out/merged and the new money men said to send e-mail to customers TWICE a month. Business went up. Then ONCE A WEEK! Business went up further! Then every three DAYS! And CD Now went out of business. Because now most of their audience was IGNORING the e-mails. CD Now blew it. They busted up the relationship.
But how are you supposed to reach the audience? How are you supposed to break the next diva?
You’re not. Sure, every once in a while there’s a Celine Dion, but most times the center, the mainstream, is a money pit. You spend a fortune to reach those mildly interested.
Yes, mildly interested.
You’ve got to work the fringes. Where the FANS are. Let THEM grab hold.
And then THEY’LL spread the idea. Seth calls this an “ideavirus”. And the people who spread the word “sneezers”. In reality, it’s just different language from Malcolm Gladwell. What we’re talking about here IS the tipping point.  And connectors. But the key element is it’s SANS MARKETING! It’s not about beating people over the head, but getting your innovative idea out there. And hoping it catches fire.
And, you can’t short circuit the process anymore. Because the public has been street teamed to death. No, your only choice is to find something REAL!  Something SO hot that people will want to sell it FOR YOU!!
First you’ve got to get eyeballs.
We listened to Seth on Thursday. And asked questions thereafter. Then on
Friday, we attempted to come up with an outline of our business.
There were some who cringed when they heard the word “Internet”. ENOUGH ALREADY! We’re selling CDS!!!
But the Net is where the AUDIENCE is. The SNEEZERS!
Shit, just go to a house where teenagers live. PRE-TEENS! Right after school. FOR HOURS kids all over America sit in front of their computers and IM!!!  MULTIPLE PEOPLE AT ONCE!! WHAT DO YOU THINK THEY’RE TALKING ABOUT???
And it’s not only kids now. Even adults are starting to IM. And certainly e-mail has infiltrated the marketplace. We’ve seen a paradigm shift. GET OVER IT!
But then there were people who said that music couldn’t be given away for FREE! It DEVALUED IT!!! Sent the wrong MESSAGE!!
THIS was a head-scratcher. The MAJOR LABELS made it free. By REFUSING TO LICENSE!!!
Music IS free. ENOUGH with the re-education programs. What, do we live in a third world country? Where the government tries to repress a suddenly informed populace? People know the truth. That you can download just about anything. And you can’t really stop it. It’s only the MAJOR LABELS who disagree.
Yup, I’ve got to single out one Cliff O’Sullivan. Who stopped the proceedings to tell us that the lawsuits were WORKING! That majors were selling a PLETHORA of CDs. That they weren’t going to go out of business. That there WERE pricing issues, but they’d been SOLVED!!
Shit, sounds like someone who works for Zach Horowitz.
I don’t know Mr. O’Sullivan personally. Maybe he’s a nice guy. Then again, he IS quite intense. But STATISTICS tell us he’s wrong. The number of files being traded has GONE UP!!! Public perception is that music is overpriced.  And, the CD IS a souvenir. But it won’t be in the future. THIS is the kind of thinking that will drive the majors RIGHT OFF THE CLIFF!
Then again, Peter Tempkins had great insight on the lift the next day. Those leading the charge, those in front of the room facilitating the creation of our business were all ENTREPRENEURS! All people who could come to a decision and instantly EFFECTUATE IT! And almost ALL the naysayers worked for the man, the corporation. They couldn’t just say YES! There were higher-ups, policy, A WAY OF DOING BUSINESS! You just couldn’t throw the rule book OUT!
But that’s what Shawn Fanning did. That’s what most kids have done. It’s reality. GET OVER IT!
The key is to aggregate a TON of eyeballs. And gain their trust. And THEN to figure out how to sell them.
Yup, we’ve got that luxury. We’re not borrowing money from the public via Wall Street. We’ve all got regular jobs. We’re ALREADY selling things ourselves. But, we can SELL MORE if we can create a place where the AUDIENCE comes.  An audience that TRUSTS US!
Hell, build it and they will truly come. Not only Internet advertisers, but the record companies THEMSELVES! As I told the Board the next day, if we aggregate music fans labels will PAY US to GIVE AWAY MP3s on our site. Yup, they’ll argue about music being free up front, but once we’ve BUILT IT they’ll be DYING to play. Because it’s JUST LIKE RADIO! But BETTER! Because our constituency will TRUST US! And we won’t sell space to EVERYBODY! And if it comes directly from the major label, we’ll call it WEASEL HYPE OF THE WEEK! Because that’s what it is. But, we’ll allow the major label to sell it as hard as they want. With all the bio and historical info they’ve got. Although now it will have to be written WELL, be INTERESTING, since this isn’t newspaper reporters who don’t care, but TRUE FANS, who don’t want to be LIED TO! Who are HUNGRY FOR INFO, as long as it’s real, and it’s INTERESTING! Gain their trust, and they’ll be looking for YOUR COMPANY’S giveaways. And WE won’t abuse their trust by giving away A TON of your shitty music. We’ll only give away one track at a time. Not abusing OUR relationship with OUR fans/customers. Oh, we’ll give away stuff they WANT!!! We just won’t be HYPING THEM ALL THE TIME!!!
We finally got it together in Saturday’s meeting.
I’m not going to give away most of our ideas, because you could rip them off.  WOULD rip them off. Since you never had an original idea in your life. To think out of the box is ANATHEMA to those entrenched.
But the audience is yanking you from your perch.
The key is to throw in with the audience. FOLLOW THEM!
That’s the goal of our site. It’s not about beating THEM over the head, SELLING THEM. No, our site will be GIVEN OVER to the public. It’s THEIRS!!!!  We’re just creating the framework. Which we will adjust based on their feedback. But they’ve got a hunger. For what we provide. And we’re gonna provide it.",,"music industry, Seth Godin, internet marketing"
Add to the list!,"Shame on me for forgetting:
21. Basic understanding of electricity.22. How to drive a nail, drive a screw, cut a board, build a box.23. How to drive a car in the winter, how to pull a car out of a skid.24. How to ask for help.
and, best of all: Probability.
Thanks to:Textiplication: Top 1000 Things You Need to Know.
Can I add a few more?
25. How to read a table and a chart26. How to read the media for spin and for insight27. The importance of doing things for other people.(yes, this one among others is mostly a parenting job, but yes, it can be taught)28. How to work really really hard, sometimes on things that aren’t fun.29. What it’s like to be in jail.30. How to create an internal dialogue that makes you happy.","December 15, 2004","Essential Skills, Life Lessons, Personal Development"
All politics is…,"No, not local.
All politics is marketing.
My posts on politics aren’t designed to sell you on a political point of view. Sorry if you’ve jumped to that conculsion. They are, in fact, derived from work I’m doing on my new book.
It doesn’t matter what you’re in favor of… the point I’m trying to weave into this discussion is that we’re all being manipulated and that the best marketers on either side are more likely than not to win their arguments.",,"politics, marketing, manipulation"
"Oh, why didn’t you say so?","From an NPR job posting:
Liaise with content partners, lead search engine optimization, andexecute results-producing marketing campaigns.",,"SEO, marketing, content partnerships"
"The top 1,000 things to know","So what are they? What are the one thousand teachable things that every third grader ought to start learning so she’ll know them all before before she graduates from high school?
Here are twenty to get us started.
1. How to type.2. How to speak in front of a group.3. How to write clear prose that other people actually want to read.4. How to manage a project.5. The most important lessons from American history.6. What the world’s religions have in common.7. Evolution.8. Formal logic.9. The 15,000 most common English words.10. Conversational Spanish.11. How to handle big changes, with grace.12. How to run a small business.13. Basic chemistry.14. Not arithmetic, but algebra.15. A little geometry, a little calculus.16. The most important lessons from ten other world cultures and their history.17. Speed reading with comprehension.18. How to sell.19. Pick one: how to paint, write a poem, compose a song or juggle really well.20. Understanding the biographies of 500 important historical figures and 200 fictional ones.",,"education, life skills, curriculum"
Voice recognition and change,"I heard on the radio yesterday that “scientists” are predicting the next big computer breakthrough will be voice recognition. Chips are getting fast enough that computers will soon be able to understand what we say. Which will make airports very noisy places, but that’s a different story.
The other day, I took a four hour flight sitting next to a very aggressive hunt and peck typist. He must have written three thousand words on the flight… nailing each key as hard and as fast as he could.
Then I got home to discover that they’re teaching my third grader how to write in cursive.
Something’s wrong here.
Cursive is a fundamentally useless skill in this century, and if we were inventing the curriculum from scratch, it wouldn’t even show up in the top 1,000 things you need to know. Typing, on the other hand, is way up there, at least until the scientists come up with voice recognition.
All organizations are slow to change. Organizations that don’t measure their results are even slower.",,"Voice recognition, education, technology"
Michael Crichton on global warming,"Of all the authors and artists I’ve ever had the privilege of working with, Michael Crichton was the most intidimidating. We did a project together in 1985, and he blew me away with his incredible intellect. (He’s also tall).
Here’s his take on global warming, science, superstition and story telling:Caltech Michelin Lecture.","December 14, 2004","Michael Crichton, global warming, science"
Guy Kawasaki on bozos and hockey,"Link:BlogFonk.
The last question is great. As for hockey, I took it up at six and that’s how I broke my nose. Guy, Hawaii is better.",,"Guy Kawasaki, hockey, bozos"
Elephants! Doing the Impossible,"Margo Baldwin of Chelsea Green Publishing writes to me about George Lakoff’s bookand how she turned it into a bestseller. Thought I’d share the riff:
“When I teach the study of framing at Berkeley, in Cognitive Science 101,the first thing I do is I give my students an exercise. The exercise is:Don’t think of an elephant! Whatever you do, do not think of an elephant.I’ve never found a student who is able to do this. Every word, likeelephant, evokes a frame, which can be an image or other kinds of knowledge:Elephants are large, have floppy ears and a trunk, are associated withcircuses, and so on. The word is defined relative to that frame. When wenegate a frame, we evoke the frame.”—George Lakoff, from Don’t Think of an Elephant!
When told “Don’t think of an elephant,” not thinking of one is impossible.It’s impossible because once invoked, the elephant image cannot beunthought. That’s the short, sweet lesson about “framing” that George Lakoffhas taught us, a lesson that turns out to have enormous politicalsignificance, not only for this past election season, but for ongoingefforts to forge a new and more potent political message for the future. Itturns out that the Republicans have spent the last forty years or so makingsure they control the language of political debate so that their frames havebeen adopted by all of us — especially by the mainstream media. Think taxrelief; think partial birth abortion; think war on terror. Among otherthings, this control of language means they win elections.
In other words, it’s the framing, stupid!
The opportunity to publish Don’t Think of an Elephant! and get it out beforethe election came at the last minute, in mid-July. I had never heard ofGeorge Lakoff, but our roving editor-at-large, Jennifer Nix, through herwork with Don Hazen, the Executive Editor at AlterNet, put me in touch withGeorge, who sent us a proposal. You might say the rest is history, becausenot only did we get the book out in record time, but we managed to do theimpossible: make the book a national bestseller (New York Times, WashingtonPost, San Francisco Chronicle, Los Angeles Times, nearly every regionalindependent bookseller list).
I say the impossible because we’re a small, independent book publisher, nota corporate conglomerate media company; because we published the book in amere five weeks, from draft manuscript to finished book; because we did itwith no advertising budget or an outside promotional firm; and finallybecause two weeks before the publication date, we had no advance sales!
We did it by partnering with key progressive organizations, includingAlterNet, MoveOn, the Sierra Club, Democracy for America, the ApolloAlliance, the Institute for America’s Future, Green Festival, Hightower andAssociates, Anita Roddick.com and many others, who all helped launch thebook on the Internet. They sent out e-mail blasts and posted information onall their Web sites, and we gave them free downloads of the first chapter.Then, once the word started to spread, especially via the blogosphere andother word-of-mouth venues, key independent booksellers across the country,as well as the national chains, got behind it and made it the bestseller itis. In short, the strategy worked for everyone and got a criticallyimportant book out there at the right time and into the hands of people whowill put the ideas to work. In the end it’s about creating social change,and the reason it worked so well is that we all worked together; together wehad an impact.
It also helped that we made the book short, readable, and cheap. There arenot many serious books you can buy for ten bucks. But ten bucks seemed likethe right price. It meant that many people bought multiple copies to giveaway; it meant that many progressive organizations bought cases to sell orgive away to their members; it meant that we were able to get a copy intothe hands of every Democratic senator in the first days after the Republicanconvention; it meant that the book was actually read (Garrison Keillor takenote!).
So, where to from here? Well, first, of course, we want to get the book intomore readers’ hands. When the first post-election pronouncements of themedia were that the results had to do with “moral values,” the importance ofthis book for understanding what happened and what to do next becameimmediately apparent. Demand skyrocketed and we ran out of books within afew days. The New York Times ran an editorial about the book called “WhyDemocrats Need to Stop Thinking about Elephants.” Several publishing storiesincluded it as one of a few that would continue to sell strongly in theaftermath of the election. Columnists are continuing to write about itslessons for Democrats and progressives in the years ahead, and George isbeing deluged with media requests. So yes, it will continue to sell.
But second, and much more important, we’re helping to create a movement, amovement to take our country back from the elephantine forces in politicalcontrol right now. Take it back and move us all forward into a saner, moresustainable future.
So remember, do the impossible: don’t think of an elephant!
Link:ChangeThis  :: The George Lakoff Manifesto.
or, find the book at Amazon: Link:Amazon.com: Books: Don’t Think of an Elephant: Know Your Values and Frame the Debate–The Essential Guide for Progressives.","December 12, 2004","Framing, Political Messaging, Bestselling Book"
Google Suggests,"Red Maxwell points me to Googles new beta site.Google. Interesting.
I wonder if the NUMBER of sites referencing something you’re searching on is the important number in selecting something to search for. PageRank doesn’t just rely on volume, yet the beta version does.
The other thing I wonder about is the reliance on alphabetical order. As Steven Wright says, “Is the alphabet in that order because of that song?”
My quick take is that it would work a lot better if the suggestions were in order of page rank, not the alphabet.
PS Update: Robert Knutsson corrected me. It’s not really alphabetical order. It’s some sort of mystical magical selection. Makes it even more interesting, though I don’t get to use the Steven Wright joke.","December 11, 2004","Google Suggests, PageRank, Search algorithms"
