Title,Content,Date,keywords
Three things clients and customers want,"Not just the first one.
And not all three.
But you really need at least one.
1.Results. If you can offer a return on investment, an engineering solution, more sales, no tax audits, a cute haircut, the fastest rollercoaster, a pristine beach, reliable insurance payouts at the best price, peace of mind, productive consulting or any other measurable result, this is a great place to start.
2.Thrills. More difficult to quantify but often as important, partners and customers respond to heroism. We are amazed and drawn to over the top effort, incredible risk taking on our behalf, the blood, sweat and tears that (rarely) comes from a great partner. A smart person working harder on your behalf than you'd be willing to work–that's pretty compelling.
3.Ego. Is it nice to feel important? You bet. When you greet us at the door with a glass of white wine, put our name in the lobby of the hotel, actually treat us better than anyone else does (not just promise it, but do it)… This can get old really fast if you industrialize and systemize it, though.
This explains why the local branch of the big insurance company has trouble growing. It's hard for them to outdeliver the other guys when it comes to the cost effectiveness of their policy (#1). They are unsuited from a personality and organizational point of view to do #2. And they just can't scale the third.
Put just about any business with partners into this matrix and you see how it works. Book publishing, for sure. Hairdressers. Spas. Even real estate.
The Ritz Carlton is all about #3, ego, right? And on a good day, there's a perception that the guys at Apple are hellbent on amazing us yet again, delivering on #2, taking huge career and corporate risks on our behalf. As soon as they stop doing that, the tribe will get bored.
(There's a variation of ego, #3, that comes from being in good company. This is what gets people to sign up for Davos, or to choose ICM as their agent. Your ego is stroked by knowing that only people as cool as you are part of this gig. Sort of the anti-Groucho opportunity. Nice position, if you can get it, because it scales.).
It's tempting, particularly for a small business, to obsess about the first—results—to spend all its time trying to prove that the ROI is higher, the brownies are tastier and the coaching is more effective. You'd be amazed at how far you can go with the other two, if you commit to doing it, not merely talking about it.","August 16, 2011","Results, Thrills, Ego"
Dig yourself a hole,"Make big promises.
Burn your boats.
Set yourself up in a place where you have few options and the stakes are high.
Focused energy and serious intent will push you to do your best work. You have nowhere to run, nowhere to hide. (Better than the alternative).","August 15, 2011","commitment, urgency, focus"
The inevitable outcome of marketing fear,"Years ago, the authorities decided that a key weapon in the war on terror (sic) would be to make people more afraid.
Two reasons for this: if you make potential bad guys afraid, they might not move up and graduate to become actual bad guys, and second, if something does go wrong (and of course, things always go wrong), at least it looks like you were trying.
And so an infrastructure is built in whichphotographersare detained, in whichexpensive scanners that don't workare installed and in which people believe they are doing their job when they engage in the fear mongering part of the work without paying attention to the actual inspecting and crime fighting part.
At the airport on Thursday, a colleague of mine was detained by two armed police officers because he took a picture (out the observation window!) of a sunset. And when I politely declined to go through the magic scanner, I was put through the regular (inferior?) scanner, detained, carefully searched and basically encourged not to do it again.
Of course, the hard-working folks doing the detaining feel like they're doing their job. It's easy to measure. It's in the manual. It feels like progress. It's actually a cargo cult, though, the sort of thing an organization does to simulate progress when it's actually distracting itself from the mission at hand.
Fear can be used as a tactic, but it's almost never the end goal of marketing. The problem with using it as a tactic is that it's so easy to do, organizations almost always forget the real point of the exercise.","August 14, 2011","Marketing, Fear, Terrorism"
The filter hierarchy,"There's more information, provocations, riffs, causes, meetings, opportunities, viral videos, technologies and policies coming at you than ever.
So, how do you rank the incoming? How do you decide what to expose yourself to next?
Which of these are required reading for a productive member of society or a good employee or an informed citizen? Which do you do out of habit? Are you assuming that your habits are the norm, and that others have an obligation to pay attention to what you pay attention to? Should there be symmetry–is it logical to only engage with people who prioritize their filters the same way you do?",,"filter hierarchy, information overload, engagement priorities"
Wasting time is not a waste,"In fact, wasting time is a key part of our lives.
Wasting time poorly is a sin, because not only are you forgoing the productivity, generosity and art that comes from work, but you're also giving up the downtime, experimentation and joy that comes from wasting time.
If you're going to waste time (and I hope you will) the least you can do is do it well.","August 13, 2011","wasting time, productivity, joy"
Herbie Hancock is not a Pip,"I need to clarify this morning's post. In my glib attempt to make a point, I wasn't as clear as I wanted to be.
When Miles Davis made records with John Coltrane and Herbie Hancock, they weren't easily replaceable, invisible sidemen. No one who went to hear them would have been satisfied if they had been subbed out. By my definition, then, they did in fact have a relationship with the customer… they did work that was unique, that was hard to replace.
Yes, we need teams, no doubt about. The MGs without Steve Cropper could never have been such an amazing house band, and we're all lucky that some people will take their craft that far.Marshall Grantdidn't merely perform Johnny Cash's bass sound… he invented it.
Does the world need anonymous, replaceable cogs, people who work for the front man and put in a day's work but that's all? Sure, but it doesn't have to be you. The goal, I think, is to find out how to do your work in a way that makes the team and the product in a way that matters.
PS a funvideofrom Todd makes my point…","August 12, 2011","Herbie Hancock, unique contributions, teamwork"
Avoiding the pips (and the MGs),"What would have happened if Gladys Knight had fired one of the Pips? Or if Booker had had a falling out with one of the MGs?
I think Gladys would have found another way to get to Georgia.
The problem with being a sideman is that you make it (or not) at the whim of the front man. In exchange for the intellectual comfort of being handed a chart, you give up control and your ability to lead.
Most of all, instead of having a relationship with the audience, you merely have a relationship with the front man.",,"sideman, control, audience relationship"
Can and should,"Just because you can do something, doesn't mean you should.
The end of the industrial era is opening countless doors. So many doors, in fact, that it's easy to become paralyzed. Without a clear understanding of what you want, it's harder than ever to get it.
Most of the time, we treat our careers like a buffet. ""Show me what's available and then I'll decide…""
With the revolution going on all around us, there's so much on the buffet you're likely to just grab something convenient. Better, I think, to decide what matters first, and go do that.","August 11, 2011","career choices, decision-making, industrial era"
R&D in public,"Companies do research and development, particularly large ones. This is an investment, one that fails often but is essential to future growth.
The web is R&D in public. So are apps. Not just for tech companies. For any company that is trying to figure out how its customers think and what they want.
We shouldn't be so quick to excoriate those companies that launch interactive tools that fail. In fact, we should be critical of those that don't.","August 10, 2011","R&D, innovation, customer feedback"
Consumers and creators,"Fifty years ago, the ratio was a million to one.
For every person on the news or on primetime, there were a million viewers.
The explosion of magazines brought the ratio to 100,000:1. If you wrote for a major magazine, you were going to impact a lot of people. Most of us were consumers, not creators.
Cable TV and zines made it 10,000 to one. You could have a show about underwater spearfishing or you could teach people to make hamburgers on donuts. The little star is born.
And now of course, when it's easy to have a blog, or an Youtube account or to push your ideas to the world through social media, the ratio might be 100:1. For every person who sells on Etsy, there are a hundred buyers. For every person who actively tweets, there are a hundred people who mostly consume those tweets. For every hundred visitors to Squidoo, there is one new person building pages.
What does the world look like when we get to the next zero?","August 9, 2011","consumer-creator ratio, media evolution, digital content creation"
Selling the benefits of charity,"Everything we do, we do because somehow it benefits us.
We go to work for the satisfaction (I hope) and because we get paid. We smile at a stranger because it feels good to be nice (and perhaps we'll get a smile in return). We pick up litter when no one is looking because telling ourselves a story about being a good person is worth the effort.
Some people have figured out that charity is an incredible bargain. For the time and money it costs, the benefits exceed what could be attained in almost any other way. A bargain compared to chocolate, or an amusement park visit or buying a shiny new car you probably don't need.
For some, the benefit is in the way society respects the donor. Hence buildings named after Andrew Carnegie or Bill Gates. For many, though, hidden charity is worth far more, because the incentives are purer. A donation earns you peace of mind.
I'm fascinated by people who see no benefit in donating to charity, who, in fact, see a negative. My hunch is that for these people, the worldview is: if charity is important, I better give more. If that's true, the thinking goes, then whatever I give isn't going to make me feel good, it's going to make me feel worse… for not giving enough. Easier to just avoid the issue altogether.
I think marketers of causes that do good have a long way to go in selling the public on the core reason to give… don't give because you get a tote bag, or a prize at thecharity auctionor even a plaque.The scalable unique selling proposition is that being part of the community is worth more than it costs.","August 8, 2011","charity, benefits, community"
Bypassing the leap,"Every now and then, a creative act comes out of nowhere, a giant leap, a new way of thinking apparently woven out of a brand new material.
Most of the the time, though, creativity is the act of reassembling many elements that are already known. That's why domain knowledge is so critical.
The screenwriter who understands how to take the build that went into the classic Greg Morris episode of the Dick Van Dyke show and integrate it with the Maurce Chevalier riff from the Marx Bros… Or the way Moby took his encyclopedic knowledge of music and turned into a record that sold millions… if you don't have awareness and an analytical understanding of what worked before, you can't build on it.
That's one of the reasons that the recent incarnation of the Palm failed. The fact that the president of the company hadnever used an iPhoneleft them only one out: to make a magical leap.
It's not enough to be aware of the domain you're working in, you need tounderstandit. Noticing things and being curious about how they work is the single most common trait I see in creative people. Once you can break the components down, you can put them back together into something brand new.","August 7, 2011","creativity, domain knowledge, innovation"
Set the alarm clock the night before,"Situational goal adjustment is a real problem.
Don't set the clock when you're tired, set it when you are planning your day. Don't whittle away at your sales goals right after a serious rejection, set them when you're on a roll.
The discipline is in obeying the rule you set when you were in a different mood than you are now. That's what makes it a rule as opposed to a guideline.","August 6, 2011","alarm clock, goal adjustment, discipline"
History doesn’t always repeat itself,"…but it usually rhymes.
There's a tendency to confuse the next big thing with theone, it, the last big thing, the end of the line.
Communism, Populism, McCarthyism, Progressivism, Libertarianism…
Impressionism, Cubism, Modernism, Pop, Hyperrealism…
Sufiism, Norse Gods, Buddhism, Zoroastrianism, Christian Science…
Email, the web, web 2.0, mobile…
Newton, Einstein, string theory…
Newspaper, Radio, TV, the Internet…
Most of the time, we're dealing with a moment, a step in a trend. We fail when we fall in love and believe there is no next step.","August 5, 2011","Trends, History, Innovation"
The heckler,"How dare you.
You should be ashamed of yourself.
Is this the best you can do?

I've written about the lizard brain and my friend Steve talks about thevoiceof the resistance.
It occurs to me, though, that most of us have to hassle with the heckler.
The heckler keeps a running critique going, amplifying its tone and anger as it goes on endlessly about all the things we shouldn't do, all the things we're not doing enough, and most of all, at our lack of entitlement to do much of anything new or important.
The heckler cannot be eliminated. It's been around since the beginning of our species, and we're hard wired to have it.
What can be done, though, is alter how the rest of the brain reacts or responds to the heckling.
If you engage with the heckler, if you qualify yourself, justify yourself or worst of all, rationalize yourself, the heckler will pounce, turning a small wedge into a giant hole. Like a standup comedian, it's almost impossible to outwit or shut down a dedicated heckler.
But there is a strategy that works. Acknowledge and move on.
When the heckler announces that you're incompetent, unqualified or hardly ready to step forward, think, ""oh."" And then proceed.
You give it no purchase. No opportunity to escalate. Each jibe is met with ""noted.""
Over time, the heckler gets quieter, because it just isn't worth the effort.","August 4, 2011","heckler, self-critique, resilience"
Delivering on never,"I will never miss a deadline
I will never leave a typo
I will never fail to warn you about a possible pitfall
I will never charge you more than the competition
I will never violate a confidence
I will never let you down
I will never be late for a meeting
There are lots of sorts of never you can deliver to a customer. You can't deliver all of them, of course. Picking your never and sticking with it is a fabulous way to position yourself.","August 3, 2011","commitment, reliability, customer service"
When the truth is just around the corner,"…what's your posture?
Sometimes, we get close to finding out who we really are, what's the status of our situation, what's holding us back. When one of those conversations is going on, do you lean in, eager for more, or do you back off, afraid of what it will mean?
Do you go out of your way to learn about your habits, relationships and strengths? Or what's driving traffic to your website? Or why you didn't get that job?
When your organization has a chance to see itself as its customers do, do your leaders crowd around, trying to glean every insight they can about the story and your future, or do they prefer the status quo?
There are more mirrors available than ever. Sometimes, though, what's missing is the willingness to take a look.","August 2, 2011","self-discovery, openness, organizational insight"
Responsibility and authority,"Achievers in traditional organizations often say, ""I want more authority."" They mean that they want the power to make things happen, the mantle of authority that will allow them to get things done.
This is an industrial-era mindset. Management by authority is top-down, risk-averse, measurable and perfect for the org chart. It's essential in organizations that are stable, asset-based and adverse to risk.
There's a different approach, though, one that's based on responsibility instead of authority. ""Anyone who takes responsibility for getting something done is welcome to ask for the authority to do it.""
Ah, your bluff is called. And so is your boss's.","August 1, 2011","Responsibility, Authority, Management"
Welcome to infinity,"How many Twitter followers will be enough?
How many Facebook fans does your company page need?
How much traffic to your blog?
In the digital age, for the first time ever, most of us come face to face with the opportunity forunlimited. No bakery can handle an infinite line, no orchestra could possibly have an infinite number of violins, no teacher in a classroom covets a classroom of infinite size…
But in the digital world, the pursuit of infinity isn't just possible, it's the norm.
The question: What price are you willing to pay for that pursuit?
Deciding that the only audience that is enough iseveryonecompletely changes the way you measure your worth and your work. If pursuing a number you will never reach changes you or your approach or your beliefs, is it worth it?
(The corollary of infinity is zero. As in zero people disagreeing with you, questioning you or ignoring you).","September 30, 2011","Infinity, Digital Age, Audience Measurement"
The forever recession (and the coming revolution),"There are actually two recessions:
The first is the cyclical one, the one that inevitably comes and then inevitably goes. There’s plenty of evidence that intervention can shorten it, and also indications that overdoing a response to it is a waste or even harmful.
The other recession, though, the one with the loss of “good factory jobs” and systemic unemployment–I fear that this recession is here forever.
Why do we believe that jobs where we are paid really good money to do work that can be systemized, written in a manual and/or exported are going to come backever? The internet has squeezed inefficiencies out of many systems, and the ability to move work around, coordinate activity and digitize data all combine to eliminate a wide swath of the jobs the industrial age created.
There’s a race to the bottom, one where communities fight to suspend labor and environmental rules in order to become the world’s cheapest supplier. The problem with the race to the bottom is that you might win…
Factories were at the center of the industrial age. Buildings where workers came together to efficiently craft cars, pottery, insurance policies and organ transplants–these are job-centric activities, places where local inefficiencies are trumped by the gains from mass production and interchangeable parts. If local labor costs the industrialist more, he has to pay it, because what choice does he have?
No longer. If it can be systemized, it will be. If the pressured middleman can find a cheaper source, she will. If the unaffiliated consumer can save a nickel by clicking over here or over there, then that’s what’s going to happen.
It was the inefficiency caused by geography that permitted local workers to earn a better wage, and it was the inefficiency of imperfect communication that allowed companies to charge higher prices.
The industrial age, the one that started with the industrial revolution, is fading away. It is no longer the growth engine of the economy and it seems absurd to imagine that great pay for replaceable work is on the horizon.
This represents a significant discontinuity, a life-changing disappointment for hard-working people who are hoping for stability but are unlikely to get it. It’s a recession, the recession of a hundred years of the growth of the industrial complex.
I’m not a pessimist, though, because the new revolution, the revolution of connection, creates all sorts of new productivity and new opportunities. Not for repetitive factory work, though, not for the sort of thing ADP measures. Most of the wealth created by this revolution doesn’t look like a job, not a full time one anyway.
When everyone has a laptop and connection to the world, then everyone owns a factory. Instead of coming together physically, we have the ability to come together virtually, to earn attention, to connect labor and resources, to deliver value.
Stressful? Of course it is. No one is trained in how to do this, in how to initiate, to visualize, to solve interesting problems and then deliver. Some see the new work as a hodgepodge of little projects, a pale imitation of a ‘real’ job. Others realize that this is a platform for a kind of art, a far more level playing field in which owning a factory isn’t a birthright for a tiny minority but something that hundreds of millions of people have the chance to do.
Gears are going to be shifted regardless. In one direction is lowered expectations and plenty of burger flipping… in the other is a race to the top, in which individuals who are awaiting instructions begin to give them instead.
The future feels a lot more like marketing–it’s impromptu, it’s based on innovation and inspiration, and it involves connections between and among people–and a lot less like factory work, in which you do what you did yesterday, but faster and cheaper.
This means we may need to change our expectations, change our training and change how we engage with the future. Still, it’s better than fighting for a status quo that is no longer. The good news is clear: every forever recession is followed by a lifetime of growth from the next thing…
Job creation is a false idol. The future is about gigs and assets and art and an ever-shifting series of partnerships and projects. It will change the fabric of our society along the way. No one is demanding that welikethe change, but the sooner we see it and set out to become an irreplaceable linchpin, the faster the pain will fade, as we get down to the work that needs to be (and now can be) done.
This revolution is at least as big as the last one, and the last one changed everything.","September 29, 2011","Recession, Revolution, Future of Work"
"“No one goes there any more, it’s too crowded”","It's also true thatmost of your friends have more friends than you do.
The law of large groups is at work here. This explains why the people you see at the gym tend to be in better shape than you are.
People with lots of friends are more likely to be friends with you than people with no friends, right? And the people who are at the gym a lot (as in the people you see the most often) tend to be in better shape because they show up more often.
Discernment is the hardest part of marketing–seeing the world as it is, instead of how you experience it.","September 28, 2011","social dynamics, fitness, marketing discernment"
Maybe he means it,"When someone talks to you about their goals, about whether or not they're trying to earn a lot of money or make a difference or stand out or fit in, it's so easy to assume that they have the same worldview and goals as you do, but that they're lying about it. We assume that if our narrative is, ""I do this for the money,"" that when someone says, ""I do this for love,"" we think they're actually lying. If you believe, ""acceptance is everything,"" then when someone tells you that he's more focused on standing out, you think they they're standing out as a way of being accepted. We assume that if someone says they believe in faeries or Norse gods, we know that they don't, not really. Everyone, apparently, is just like us, but lying about it.
Everyone's internal monologue is unique. It changes by culture, by age and by individual. While it's easy to be suspicious of someone who claims to have a different worldview than you do, it's almost certain that they're sincere. Start with that sincerity and work from there.","September 27, 2011","worldview, sincerity, assumptions"
Invitation to a teleconference for We Are All Weird,"On Monday, October 3rd at 11 am New York time, I'll be hosting a teleconference to talk about (and answer your questions about) my new bookWe Are All Weird.
If you buy six or more copies from Amazon and send me the receipt via thisform, you're in.
(Fine print: Prior purchases of the book are fine, only applies to the hardcover, open to people worldwide, you can call in via a standard toll call or via Skype, seats are limited, it lasts for 90 minutes, you can have your peers on the speaker phone with you, no refunds, exchanges are just fine, your mileage will vary, I hope you enjoy the book.)","September 26, 2011","teleconference, We Are All Weird, book release"
Run your own race,"The rear view mirror is one of the most effective motivational tools ever created.
There's no doubt that many people speed up in the face of competition. We ask, ""how'd the rest of the class do?"" We listen for someone breathing down our necks. And we discover that competition sometimes brings out our best.
There's a downside, though. Years ago, during my last long-distance swim (across Long Island Sound… cold water, jellyfish, the whole nine yards), the competitiveness was pretty thick. On the boat to the starting line, there were hundreds of swimmers, stretching, bragging, prancing and working themselves up. By the time we hit the water, everyone was swimming someone else's race. The start was an explosion of ego and adrenaline. Twenty minutes later, half the field was exhausted, with three hours left to go.
If you're going to count on the competition to bring out your best work, you've surrendered control over your most important asset. Real achievement comes from racing ahead when no one else sees a path–and holding back when the rush isn't going where you want to go.
If you're dependent on competition then you're counting on the quality of those that show up to determine how well you'll do. Worse, you've signed up for a career of faux death matches as the only way to do your best work.
Self motivation is and always will be the most important form of motivation. Driving with your eyes on the rear view mirror is exhausting. It's easier than ever to measure your performance against others, but if it's not helping you with your mission, stop.",,"Self-motivation, Competition, Personal achievement"
Marketing of the placebo: Everyone gets their own belief,"The placebo effect isn't a lie. In fact, if you believe something is going to help you get better, it may very well do just that.
This very same effect works with stereo equipment, wine, politicians… just about everything where our belief intersects with reality.
You can believe that Ford is better than Chevy, that California reds are better than French ones and that your particular tribe is right (and that everyone else is wrong.)
Marketers love the placebo effect because it opens the door to stories and fables and word of mouth and varied perceptions. It gives marketers room to sell more than price and features. The first cultural byproduct this benefit creates is the notion that everyone is entitled to believe what they believe, and it’s rude to question it.
The second, is a real problem, though. If you spend enough time experiencing your own take on reality, you come to believe that what works for you might actually be a universal truth. Marketing plus psychology might equal science, it seems.
For the placebo to work, you have to believe it, but sometimes believing requires suspension of your connection with verifiable fact.
When that happens, we might believe that we’re entitled to believe things that conflict with demonstrable truth and an understanding of reality. With enough internal spin, you can believe that the moon walk was a fake, that levitation is possible and that the world is only 6,000 years old. You are welcome to believe thataqua metalswill improve your sports performance and thatz-rayswill cure your arthritis, but only until it collides with things that are actually true. Placebos are a good thing, and everyone is entitled to their own beliefs, but they're not entitled to their own science.
We now have to deal with the fallout from personal science. We've so blurred the lines between stories we tell ourselves and our perception of the outside world that it's easy to be confused and easier still to confuse others if it advances your cause.
Consider the fact that the world isgettingwarmer. To be clear, everyone is entitled to have an opinion onwhat to doabout global  warming. The question I'm wondering about is whether we should solicit the opinions of the  population as towhether or not it exists. We're asking people to bring their knowledge of statistics, earth science and atmospherics to bear on analyzing data… Of course, most people don't have that knowledge, or care that they don't. If all that matters is belief, why should they?
Dylan told us that you don't need a weatherman to know which way the wind blows… I'm not sure you need to take a poll either.
Before you send me an angry email, consider that the question of what  we should do about the trend is a different discussion, one that should  be had. The question of how (or if) we should take action is not what  this post is about. The trend I'm concerned with is the notion that  we're entitled to get upset when the truth doesn't match our point of  view. Does the weather care what you think?","September 25, 2011","placebo effect, belief, marketing"
Post-mortem or pre-natal,"When a project launches or an assignment wraps up, it's tempting to avoid the post-mortem meeting. Tempting because it feels like a downer, a place to identify mistakes, bury errors and mourn the passing of a project.
Perhaps it's more interesting to think of it as a pre-natal meeting instead… After all, the doors you just shut lead to open ones right down the road.","September 24, 2011","post-mortem, pre-natal, project evaluation"
Talker’s block,"No one ever gets talker’s block. No one wakes up in the morning, discovers he has nothing to say and sits quietly, for days or weeks, until the muse hits, until the moment is right, until all the craziness in his life has died down.
Why then, is writer’s block endemic?
The reason we don’t get talker’s block is that we’re in the habit of talking without a lot of concern for whether or not our inane blather will come back to haunt us. Talk is cheap. Talk is ephemeral. Talk can be easily denied.
We talk poorly and then, eventually (or sometimes), we talk smart. We get better at talking precisely because we talk. We see what works and what doesn’t, and if we’re insightful, do more of what works. How can one get talker’s block after all this practice?
Writer’s block isn’t hard to cure.
Just write poorly. Continue to write poorly, in public, until you can write better.
I believe that everyone should write in public. Get a blog. Or use Squidoo or Tumblr or a microblogging site. Use an alias if you like. Turn off comments, certainly–you don’t need more criticism, you need more writing.
Do it every day. Every single day. Not a diary, not fiction, but analysis. Clear, crisp, honest writing about what you see in the world. Or want to see. Or teach (in writing). Tell us how to do something.
If you know you have to writesomethingevery single day, even a paragraph, you will improve your writing. If you’re concerned with quality, of course, then not writing is not a problem, because zero is perfect and without defects. Shipping nothing is safe.
The second best thing to zero is something better than bad. So if you know you have write tomorrow, your brain will start working on something better than bad. And then you’ll inevitably redefine bad and tomorrow will be better than that. And on and on.
Write like you talk. Often.
(Update:Ira Glassagrees.)","September 23, 2011","writer's block, public writing, improve writing"
Like you mean it,"Sasha Dichter gives atremendous talkthat was just picked up at TED. Other than an insane amount of effort and practice, what's his secret? He's speaking his own story. Rather than following a map or parroting a line from someone else, Sasha is talking about his own work, his own ideas. He paces because the creative energy gives him no choice, it's that eager to get out into the world.
Here's afollowupI did in response to arequestfrom Sasha's cohorts at Acumen. Again, this is straightforward (I won't say 'easy') because it's what I believe. I've been in the field and seen this with my own eyes. Too often, the corporate world pushes talking points onto people, and more often than that, speakers and writers get nervous and they turn into parrots. The only reason to go through the hassle and risk of putting yourself out there is to be out there… you, not a clone.
PS In honor of mynew book, here are a few interviews I've done recently that you might enjoy…
With Brian Clark atCopybloggeron blogs, books and more
OnDorm RoomTycoon
With Radio Ink aboutriskand creativity
With William Arruda oncareersand promotion
Thanks to David for a finereview. CC Chapmantoo.","September 22, 2011","authenticity, storytelling, speaking"
Forward or back?,"In revolutionary times, it's tempting to work to get things back to the way they were.
How often, exactly, does that plan actually work out the way you hoped?
I think it's worth beginning a policy, strategy or tactical discussion that revolves around a choice between forward or back by saying, ""We'd like to roll the market/technology/competitive landscape back to the way it used to be, even though it almost never works out that way. Here's why it's going to be different this time.""
A little bit of honesty goes a long way in helping you be realistic about how you're going to spend your time. The good old days areold. That's part of the deal.","September 22, 2011","revolutionary times, forward thinking, nostalgia"
We Are All Weird,"Mynew book launchestoday. (Link includes translations to three languages and worldwide availability, too).
What are you going to do with your weirdness? Or the weirdness of everyone around you?
During the age of mass (mass marketing, mass manufacturing, mass schooling, mass movements) the key was normal. Normal was important because you needed (were required) to fit into your slot. Manufacturers insisted because profits depended on it.
Normal diets made it easier for mass food manufacturers to generate a profit. Normal driving habits made it easier for mass car manufacturers to reach their production minimums. Normal behavior made you easier to control.
But what happens when mass disappears? When we can connect everyone, customize and optimize–then what happens to normal?
Normal is so ingrained in what we do every day that it's difficult to notice that your tendency toward the normal is now obsolete.
This book is personal, heartfelt and urgent. I hope that you'll take the time to read it. In the words of the philosopher Dr. Seuss, ""We are all a little weird and life's a little weird, and when we find someone whose weirdness is compatible with ours, we join up with them and fall in mutual weirdness and call it love.""
I'm going to dive into the details here over time, but since you're in a hurry, here are a few early reviews:
""This is a book about giving a damn. It's about caring about what you do and (as importantly) who you do it for. Professional apathy is a relic of a dead era and, as Seth teaches brilliantly, a mentality you cling to at great peril. Everyone with a pulse and a paycheque should be livingWe Are All Weird.""
–Chris Taylor, Founder of ActionableBooks.com (book summaryhere)
""This book will resonate with anyone who wants to lead a tribe, be authentic, dance to the beat of their own music and make a difference in the world. If your inner critic (the resistance) has been telling you that you are not enough, your work is not good enough and who do you think you are to make a difference, then buy this book. Let your freak flag fly high!""
–Sherold Barr, Master Coach + Freedom Fighter
""Seth has done it again. Open this book to almost any page. Read it, and change your thinking, your work, your life, or better express your art. Weird how he does this, isn't it?""
–Rob Berkley, Executive Coach, VisionDay.com
PS We've done some interesting things with the publishing of this book, and as always, I share the best parts on theDomino blog.","September 21, 2011","weirdness, authenticity, individuality"
“Please complain”,"Acquiring and processing user feedback is a choice.
There are good reasons to hide from it:
On the other hand, you might believe:
Whichever strategy you choose, you should choose. It's the middle way that vexes… the pretending, the grudging acceptance, the insertion of many levels of filters–when you do this, you get none of the benefits of either plan.
If you want people to speak up, be clear and mean it. If you don't, don't pretend.","September 20, 2011","user feedback, honesty, choice"
Can’t watch your parade if the house is on fire,"People are in pain. Often of their own making, they tell themselves a story that obsesses/distracts and compels them. ""I'll never get a movie gig again,"" ""I can't believe they didn't like what I offered,"" ""My job is in jeopardy,"" ""Money's too tight to buy all the things I want…"" ""Does my butt look fat in these shorts?""
You can jump up and down and sing and dance and launch fireworks, but if the consumer's story of pain is vivid enough, you will be ignored. When the house is on fire, all your audience wants is a hose.","September 19, 2011","pain, distraction, consumer behavior"
“Yet”,"Here's a way to figure out if it pays to adopt a new technology.
When you talk about your market or your peers, do you say, ""no one is using it…"" or ""no one is using ityet""?
Yet implies inevitability. If they're going to use it, it might make sense to get there before they do.
[Worth considering: The difference between a technology where getting in early pays dividends, and those that don't. For example, having a website or a blog or aTwitteraccount early can help, because each day you add new users and fans.
QR codes, on the other hand, don't reward those that get in the ground floor. You can always start tomorrow.]","September 18, 2011","technology adoption, market timing, inevitability"
Lousy tomatoes and the rare search for wonder,"My local supermarket stocks waxy, tasteless tomatoes from Chile and Mexico and Florida. They even do this in early September, when local tomatoes are delicious, plentiful and ought to be a bargain.
Are they clueless, evil or incompetent?
Perhaps none of these. This supermarket, like most supermarkets, is a checklist institution, one that is in the business of providing good enough, in quantity, at a price that's both cheap and profitable. You need a staple, they have it. They have flour and salt and eggs and macaroni and cheese. They've trained their customers to see them as an invisible vendor, as an organization that satisfices demand. It's too much work, too demanding and too risky to do the alternative…
They could program the store instead.
Program it the way a great theater programs the stage. No one goes to the theatre two or three times a week, expecting a good enough show. No, we only go when we hear there's something magical or terrific happening.
Over time, as institutions create habits and earn subscribers, they often switch, gradually making the move from magical (worth a trip, worth a conversation) to good (there when you need it). Most TV is just good. Magazines, too. When was the last timePeoplemagazine did something that made you sit up and say, ""wow""? Of course, you could argue that they're not in the wow business, and you might be right.
One of the disrupting forces of the new media is that it makes harder and harder to succeed without wow. Since you have to earn the conversation regularly, phone it in too often and in fact, attention disappears.","September 17, 2011","Supermarkets, Quality, Engagement"
“But what if it works?”,"Dr. Dre licensed his name for a line of headphones. I have no idea how much his royalty is, but figure it's $20 a pair.
At some point during the negotiations, perhaps someone said, ""wait a minute! What if it's a hit? What if we sell more high-end headphones than anyone has ever sold, ever, and we sell 5,000,000 pairs. That means that he'll get a hundred million dollars. That's absurd! We need to put a limit on this.""
We often hesitate to pay a portion of the upside to someone who is taking a risk, because we're worried that perhaps, just perhaps, his risk will pay off and he'll make a fortune…
The thing is, if they make a fortune, you make five fortunes. Don't worry about it. Go ahead and give people the opportunity to have their risk pay off. More than ever, people are motivated by the opportunities that come with scale.","September 16, 2011","royalties, risk, opportunity"
Why wait?,"Who cares when it's due?
If you're on the critical path, if someone is waiting for your contribution, ship now.
We have deadlines for a reason, but the key word is 'dead'. In fact, you don't have to wait for the deadline or get anywhere near it, especially if you want to speed things up.
Too often, we find ourselves using the deadline as the lever to overcome our fear. If you're relying on drop dead dates to push yourself, the project is paying a price.
The bias is to slow down because otherwise the boss will just give you more work to do. Are you still stuck in the us/them dichotomy of factory work?
All other things being equal, faster wins.
PS the challenge with being an initiator of projects is that you are never, ever done.","September 15, 2011","deadlines, productivity, initiative"
Merging/Emerging,"Emerging is when you use a platform to come into your own. Merging is when you sacrifice who you are to become part of something else.
Merging is what the system wants from you. To give up your dreams and your identity to further the goals of the system. Managers push for employees to merge into the organization.
Emerging is what a platform and support and leadership allow you to do. Emerging is what we need from you.","September 14, 2011","Emerging, Merging, Identity"
